major_code,major_group,submajor_code,submajor_group,minor_code,minor_group,unit_code,unit_group,occupation_code,occupation_group,skill_level,is_essential
3,TECHNICIANS AND TRADES WORKERS,31,"Engineering, ICT and Science Technicians",311,"Agricultural, Medical and Science Technicians",3112,Medical Technicians,311216,Pathology Collector \ Phlebotomist,3,TRUE
3,TECHNICIANS AND TRADES WORKERS,31,"Engineering, ICT and Science Technicians",311,"Agricultural, Medical and Science Technicians",3112,Medical Technicians,311299,Medical Technicians nec,2,TRUE
3,TECHNICIANS AND TRADES WORKERS,31,"Engineering, ICT and Science Technicians",311,"Agricultural, Medical and Science Technicians",3113,Primary Products Inspectors,311311,Fisheries Officer,2,TRUE
3,TECHNICIANS AND TRADES WORKERS,31,"Engineering, ICT and Science Technicians",311,"Agricultural, Medical and Science Technicians",3113,Primary Products Inspectors,311312,Meat Inspector,2,TRUE
3,TECHNICIANS AND TRADES WORKERS,31,"Engineering, ICT and Science Technicians",311,"Agricultural, Medical and Science Technicians",3113,Primary Products Inspectors,311313,Quarantine Officer,2,TRUE
3,TECHNICIANS AND TRADES WORKERS,31,"Engineering, ICT and Science Technicians",311,"Agricultural, Medical and Science Technicians",3113,Primary Products Inspectors,311399,Primary Products Inspectors nec,2,TRUE
3,TECHNICIANS AND TRADES WORKERS,31,"Engineering, ICT and Science Technicians",311,"Agricultural, Medical and Science Technicians",3114,Science Technicians,311411,Chemistry Technician,2,TRUE
3,TECHNICIANS AND TRADES WORKERS,31,"Engineering, ICT and Science Technicians",311,"Agricultural, Medical and Science Technicians",3114,Science Technicians,311412,Earth Science Technician,2,TRUE
3,TECHNICIANS AND TRADES WORKERS,31,"Engineering, ICT and Science Technicians",311,"Agricultural, Medical and Science Technicians",3114,Science Technicians,311413,Life Science Technician,2,TRUE
3,TECHNICIANS AND TRADES WORKERS,31,"Engineering, ICT and Science Technicians",311,"Agricultural, Medical and Science Technicians",3114,Science Technicians,311414,School Laboratory Technician,2,TRUE
3,TECHNICIANS AND TRADES WORKERS,31,"Engineering, ICT and Science Technicians",311,"Agricultural, Medical and Science Technicians",3114,Science Technicians,311415,Hydrographer,2,TRUE
3,TECHNICIANS AND TRADES WORKERS,31,"Engineering, ICT and Science Technicians",311,"Agricultural, Medical and Science Technicians",3114,Science Technicians,311499,Science Technicians nec,2,TRUE
3,TECHNICIANS AND TRADES WORKERS,31,"Engineering, ICT and Science Technicians",312,Building and Engineering Technicians,3121,"Architectural, Building and Surveying Technicians",312111,Architectural Draftsperson,2,FALSE
3,TECHNICIANS AND TRADES WORKERS,31,"Engineering, ICT and Science Technicians",312,Building and Engineering Technicians,3121,"Architectural, Building and Surveying Technicians",312112,Building Associate,2,FALSE
3,TECHNICIANS AND TRADES WORKERS,31,"Engineering, ICT and Science Technicians",312,Building and Engineering Technicians,3121,"Architectural, Building and Surveying Technicians",312113,Building Inspector,2,FALSE
3,TECHNICIANS AND TRADES WORKERS,31,"Engineering, ICT and Science Technicians",312,Building and Engineering Technicians,3121,"Architectural, Building and Surveying Technicians",312114,Construction Estimator,2,FALSE
3,TECHNICIANS AND TRADES WORKERS,31,"Engineering, ICT and Science Technicians",312,Building and Engineering Technicians,3121,"Architectural, Building and Surveying Technicians",312115,Plumbing Inspector,2,FALSE
3,TECHNICIANS AND TRADES WORKERS,31,"Engineering, ICT and Science Technicians",312,Building and Engineering Technicians,3121,"Architectural, Building and Surveying Technicians",312116,Surveying or Spatial Science Technician,2,FALSE
3,TECHNICIANS AND TRADES WORKERS,31,"Engineering, ICT and Science Technicians",312,Building and Engineering Technicians,3121,"Architectural, Building and Surveying Technicians",312199,"Architectural, Building and Surveying Technicians nec",2,FALSE
3,TECHNICIANS AND TRADES WORKERS,31,"Engineering, ICT and Science Technicians",312,Building and Engineering Technicians,3122,Civil Engineering Draftspersons and Technicians,312211,Civil Engineering Draftsperson,2,FALSE
3,TECHNICIANS AND TRADES WORKERS,31,"Engineering, ICT and Science Technicians",312,Building and Engineering Technicians,3122,Civil Engineering Draftspersons and Technicians,312212,Civil Engineering Technician,2,FALSE
3,TECHNICIANS AND TRADES WORKERS,31,"Engineering, ICT and Science Technicians",312,Building and Engineering Technicians,3123,Electrical Engineering Draftspersons and Technicians,312311,Electrical Engineering Draftsperson,2,FALSE
3,TECHNICIANS AND TRADES WORKERS,31,"Engineering, ICT and Science Technicians",312,Building and Engineering Technicians,3123,Electrical Engineering Draftspersons and Technicians,312312,Electrical Engineering Technician,2,FALSE
3,TECHNICIANS AND TRADES WORKERS,31,"Engineering, ICT and Science Technicians",312,Building and Engineering Technicians,3124,Electronic Engineering Draftspersons and Technicians,312411,Electronic Engineering Draftsperson,2,FALSE
3,TECHNICIANS AND TRADES WORKERS,31,"Engineering, ICT and Science Technicians",312,Building and Engineering Technicians,3124,Electronic Engineering Draftspersons and Technicians,312412,Electronic Engineering Technician,2,FALSE
3,TECHNICIANS AND TRADES WORKERS,31,"Engineering, ICT and Science Technicians",312,Building and Engineering Technicians,3125,Mechanical Engineering Draftspersons and Technicians,312511,Mechanical Engineering Draftsperson,2,FALSE
3,TECHNICIANS AND TRADES WORKERS,31,"Engineering, ICT and Science Technicians",312,Building and Engineering Technicians,3125,Mechanical Engineering Draftspersons and Technicians,312512,Mechanical Engineering Technician,2,FALSE
3,TECHNICIANS AND TRADES WORKERS,31,"Engineering, ICT and Science Technicians",312,Building and Engineering Technicians,3126,Safety Inspectors,312611,Safety Inspector,2,FALSE
3,TECHNICIANS AND TRADES WORKERS,31,"Engineering, ICT and Science Technicians",312,Building and Engineering Technicians,3129,Other Building and Engineering Technicians,312911,Maintenance Planner,2,FALSE
3,TECHNICIANS AND TRADES WORKERS,31,"Engineering, ICT and Science Technicians",312,Building and Engineering Technicians,3129,Other Building and Engineering Technicians,312912,Metallurgical or Materials Technician,2,FALSE
3,TECHNICIANS AND TRADES WORKERS,31,"Engineering, ICT and Science Technicians",312,Building and Engineering Technicians,3129,Other Building and Engineering Technicians,312913,Mine Deputy,2,FALSE
3,TECHNICIANS AND TRADES WORKERS,31,"Engineering, ICT and Science Technicians",312,Building and Engineering Technicians,3129,Other Building and Engineering Technicians,312999,Building and Engineering Technicians nec,2,FALSE
3,TECHNICIANS AND TRADES WORKERS,31,"Engineering, ICT and Science Technicians",313,ICT and Telecommunications Technicians,3131,ICT Support Technicians,313111,Hardware Technician,2,TRUE
3,TECHNICIANS AND TRADES WORKERS,31,"Engineering, ICT and Science Technicians",313,ICT and Telecommunications Technicians,3131,ICT Support Technicians,313112,ICT Customer Support Officer,2,TRUE
3,TECHNICIANS AND TRADES WORKERS,31,"Engineering, ICT and Science Technicians",313,ICT and Telecommunications Technicians,3131,ICT Support Technicians,313113,Web Administrator,2,TRUE
3,TECHNICIANS AND TRADES WORKERS,31,"Engineering, ICT and Science Technicians",313,ICT and Telecommunications Technicians,3131,ICT Support Technicians,313199,ICT Support Technicians nec,2,TRUE
3,TECHNICIANS AND TRADES WORKERS,31,"Engineering, ICT and Science Technicians",313,ICT and Telecommunications Technicians,3132,Telecommunications Technical Specialists,313211,Radiocommunications Technician,2,TRUE
3,TECHNICIANS AND TRADES WORKERS,31,"Engineering, ICT and Science Technicians",313,ICT and Telecommunications Technicians,3132,Telecommunications Technical Specialists,313212,Telecommunications Field Engineer,2,TRUE
3,TECHNICIANS AND TRADES WORKERS,31,"Engineering, ICT and Science Technicians",313,ICT and Telecommunications Technicians,3132,Telecommunications Technical Specialists,313213,Telecommunications Network Planner,2,TRUE
3,TECHNICIANS AND TRADES WORKERS,31,"Engineering, ICT and Science Technicians",313,ICT and Telecommunications Technicians,3132,Telecommunications Technical Specialists,313214,Telecommunications Technical Officer or Technologist,2,TRUE
3,TECHNICIANS AND TRADES WORKERS,32,Automotive and Engineering Trades Workers,321,Automotive Electricians and Mechanics,3211,Automotive Electricians,321111,Automotive Electrician,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,32,Automotive and Engineering Trades Workers,321,Automotive Electricians and Mechanics,3212,Motor Mechanics,321211,Motor Mechanic (General),3,FALSE
3,TECHNICIANS AND TRADES WORKERS,32,Automotive and Engineering Trades Workers,321,Automotive Electricians and Mechanics,3212,Motor Mechanics,321212,Diesel Motor Mechanic,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,32,Automotive and Engineering Trades Workers,321,Automotive Electricians and Mechanics,3212,Motor Mechanics,321213,Motorcycle Mechanic,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,32,Automotive and Engineering Trades Workers,321,Automotive Electricians and Mechanics,3212,Motor Mechanics,321214,Small Engine Mechanic,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,32,Automotive and Engineering Trades Workers,322,Fabrication Engineering Trades Workers,3221,"Metal Casting, Forging and Finishing Trades Workers",322111,Blacksmith,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,32,Automotive and Engineering Trades Workers,322,Fabrication Engineering Trades Workers,3221,"Metal Casting, Forging and Finishing Trades Workers",322112,Electroplater,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,32,Automotive and Engineering Trades Workers,322,Fabrication Engineering Trades Workers,3221,"Metal Casting, Forging and Finishing Trades Workers",322113,Farrier,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,32,Automotive and Engineering Trades Workers,322,Fabrication Engineering Trades Workers,3221,"Metal Casting, Forging and Finishing Trades Workers",322114,Metal Casting Trades Worker,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,32,Automotive and Engineering Trades Workers,322,Fabrication Engineering Trades Workers,3221,"Metal Casting, Forging and Finishing Trades Workers",322115,Metal Polisher,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,32,Automotive and Engineering Trades Workers,322,Fabrication Engineering Trades Workers,3222,Sheetmetal Trades Workers,322211,Sheetmetal Trades Worker,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,32,Automotive and Engineering Trades Workers,322,Fabrication Engineering Trades Workers,3223,Structural Steel and Welding Trades Workers,322311,Metal Fabricator,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,32,Automotive and Engineering Trades Workers,322,Fabrication Engineering Trades Workers,3223,Structural Steel and Welding Trades Workers,322312,Pressure Welder,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,32,Automotive and Engineering Trades Workers,322,Fabrication Engineering Trades Workers,3223,Structural Steel and Welding Trades Workers,322313,Welder (First Class) (Aus) \ Welder (NZ),3,FALSE
3,TECHNICIANS AND TRADES WORKERS,32,Automotive and Engineering Trades Workers,323,Mechanical Engineering Trades Workers,3231,Aircraft Maintenance Engineers,323111,Aircraft Maintenance Engineer (Avionics),3,FALSE
3,TECHNICIANS AND TRADES WORKERS,32,Automotive and Engineering Trades Workers,323,Mechanical Engineering Trades Workers,3231,Aircraft Maintenance Engineers,323112,Aircraft Maintenance Engineer (Mechanical),3,FALSE
3,TECHNICIANS AND TRADES WORKERS,32,Automotive and Engineering Trades Workers,323,Mechanical Engineering Trades Workers,3231,Aircraft Maintenance Engineers,323113,Aircraft Maintenance Engineer (Structures),3,FALSE
3,TECHNICIANS AND TRADES WORKERS,32,Automotive and Engineering Trades Workers,323,Mechanical Engineering Trades Workers,3232,Metal Fitters and Machinists,323211,Fitter (General),3,FALSE
3,TECHNICIANS AND TRADES WORKERS,32,Automotive and Engineering Trades Workers,323,Mechanical Engineering Trades Workers,3232,Metal Fitters and Machinists,323212,Fitter and Turner,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,32,Automotive and Engineering Trades Workers,323,Mechanical Engineering Trades Workers,3232,Metal Fitters and Machinists,323213,Fitter-Welder,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,32,Automotive and Engineering Trades Workers,323,Mechanical Engineering Trades Workers,3232,Metal Fitters and Machinists,323214,Metal Machinist (First Class),3,FALSE
3,TECHNICIANS AND TRADES WORKERS,32,Automotive and Engineering Trades Workers,323,Mechanical Engineering Trades Workers,3232,Metal Fitters and Machinists,323215,"Textile, Clothing and Footwear Mechanic",3,FALSE
3,TECHNICIANS AND TRADES WORKERS,32,Automotive and Engineering Trades Workers,323,Mechanical Engineering Trades Workers,3232,Metal Fitters and Machinists,323299,Metal Fitters and Machinists nec,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,32,Automotive and Engineering Trades Workers,323,Mechanical Engineering Trades Workers,3233,Precision Metal Trades Workers,323311,Engraver,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,32,Automotive and Engineering Trades Workers,323,Mechanical Engineering Trades Workers,3233,Precision Metal Trades Workers,323312,Gunsmith,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,32,Automotive and Engineering Trades Workers,323,Mechanical Engineering Trades Workers,3233,Precision Metal Trades Workers,323313,Locksmith,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,32,Automotive and Engineering Trades Workers,323,Mechanical Engineering Trades Workers,3233,Precision Metal Trades Workers,323314,Precision Instrument Maker and Repairer,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,32,Automotive and Engineering Trades Workers,323,Mechanical Engineering Trades Workers,3233,Precision Metal Trades Workers,323315,Saw Maker and Repairer,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,32,Automotive and Engineering Trades Workers,323,Mechanical Engineering Trades Workers,3233,Precision Metal Trades Workers,323316,Watch and Clock Maker and Repairer,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,32,Automotive and Engineering Trades Workers,323,Mechanical Engineering Trades Workers,3234,Toolmakers and Engineering Patternmakers,323411,Engineering Patternmaker,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,32,Automotive and Engineering Trades Workers,323,Mechanical Engineering Trades Workers,3234,Toolmakers and Engineering Patternmakers,323412,Toolmaker,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,32,Automotive and Engineering Trades Workers,324,"Panelbeaters, and Vehicle Body Builders, Trimmers and Painters",3241,Panelbeaters,324111,Panelbeater,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,32,Automotive and Engineering Trades Workers,324,"Panelbeaters, and Vehicle Body Builders, Trimmers and Painters",3242,Vehicle Body Builders and Trimmers,324211,Vehicle Body Builder,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,32,Automotive and Engineering Trades Workers,324,"Panelbeaters, and Vehicle Body Builders, Trimmers and Painters",3242,Vehicle Body Builders and Trimmers,324212,Vehicle Trimmer,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,32,Automotive and Engineering Trades Workers,324,"Panelbeaters, and Vehicle Body Builders, Trimmers and Painters",3243,Vehicle Painters,324311,Vehicle Painter,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,33,Construction Trades Workers,331,"Bricklayers, and Carpenters and Joiners",3311,Bricklayers and Stonemasons,331111,Bricklayer,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,33,Construction Trades Workers,331,"Bricklayers, and Carpenters and Joiners",3311,Bricklayers and Stonemasons,331112,Stonemason,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,33,Construction Trades Workers,331,"Bricklayers, and Carpenters and Joiners",3312,Carpenters and Joiners,331211,Carpenter and Joiner,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,33,Construction Trades Workers,331,"Bricklayers, and Carpenters and Joiners",3312,Carpenters and Joiners,331212,Carpenter,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,33,Construction Trades Workers,331,"Bricklayers, and Carpenters and Joiners",3312,Carpenters and Joiners,331213,Joiner,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,33,Construction Trades Workers,332,Floor Finishers and Painting Trades Workers,3321,Floor Finishers,332111,Floor Finisher,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,33,Construction Trades Workers,332,Floor Finishers and Painting Trades Workers,3322,Painting Trades Workers,332211,Painting Trades Worker,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,33,Construction Trades Workers,333,"Glaziers, Plasterers and Tilers",3331,Glaziers,333111,Glazier,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,33,Construction Trades Workers,333,"Glaziers, Plasterers and Tilers",3332,Plasterers,333211,Fibrous Plasterer,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,33,Construction Trades Workers,333,"Glaziers, Plasterers and Tilers",3332,Plasterers,333212,Solid Plasterer,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,33,Construction Trades Workers,333,"Glaziers, Plasterers and Tilers",3333,Roof Tilers,333311,Roof Tiler,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,33,Construction Trades Workers,333,"Glaziers, Plasterers and Tilers",3334,Wall and Floor Tilers,333411,Wall and Floor Tiler,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,33,Construction Trades Workers,334,Plumbers,3341,Plumbers,334111,Plumber (General),3,TRUE
3,TECHNICIANS AND TRADES WORKERS,33,Construction Trades Workers,334,Plumbers,3341,Plumbers,334112,Airconditioning and Mechanical Services Plumber,3,TRUE
3,TECHNICIANS AND TRADES WORKERS,33,Construction Trades Workers,334,Plumbers,3341,Plumbers,334113,Drainer \ Drainlayer,3,TRUE
3,TECHNICIANS AND TRADES WORKERS,33,Construction Trades Workers,334,Plumbers,3341,Plumbers,334114,Gasfitter,3,TRUE
3,TECHNICIANS AND TRADES WORKERS,33,Construction Trades Workers,334,Plumbers,3341,Plumbers,334115,Roof Plumber,3,TRUE
3,TECHNICIANS AND TRADES WORKERS,34,Electrotechnology and Telecommunications Trades Workers,341,Electricians,3411,Electricians,341111,Electrician (General),3,TRUE
3,TECHNICIANS AND TRADES WORKERS,34,Electrotechnology and Telecommunications Trades Workers,341,Electricians,3411,Electricians,341112,Electrician (Special Class),3,TRUE
3,TECHNICIANS AND TRADES WORKERS,34,Electrotechnology and Telecommunications Trades Workers,341,Electricians,3411,Electricians,341113,Lift Mechanic,3,TRUE
3,TECHNICIANS AND TRADES WORKERS,34,Electrotechnology and Telecommunications Trades Workers,342,Electronics and Telecommunications Trades Workers,3421,Airconditioning and Refrigeration Mechanics,342111,Airconditioning and Refrigeration Mechanic,3,TRUE
3,TECHNICIANS AND TRADES WORKERS,34,Electrotechnology and Telecommunications Trades Workers,342,Electronics and Telecommunications Trades Workers,3422,Electrical Distribution Trades Workers,342211,Electrical Linesworker \ Electrical Line Mechanic,3,TRUE
3,TECHNICIANS AND TRADES WORKERS,34,Electrotechnology and Telecommunications Trades Workers,342,Electronics and Telecommunications Trades Workers,3422,Electrical Distribution Trades Workers,342212,Technical Cable Jointer,3,TRUE
3,TECHNICIANS AND TRADES WORKERS,34,Electrotechnology and Telecommunications Trades Workers,342,Electronics and Telecommunications Trades Workers,3423,Electronics Trades Workers,342311,Business Machine Mechanic,3,TRUE
3,TECHNICIANS AND TRADES WORKERS,34,Electrotechnology and Telecommunications Trades Workers,342,Electronics and Telecommunications Trades Workers,3423,Electronics Trades Workers,342312,Communications Operator,3,TRUE
3,TECHNICIANS AND TRADES WORKERS,34,Electrotechnology and Telecommunications Trades Workers,342,Electronics and Telecommunications Trades Workers,3423,Electronics Trades Workers,342313,Electronic Equipment Trades Worker,3,TRUE
3,TECHNICIANS AND TRADES WORKERS,34,Electrotechnology and Telecommunications Trades Workers,342,Electronics and Telecommunications Trades Workers,3423,Electronics Trades Workers,342314,Electronic Instrument Trades Worker (General),3,TRUE
3,TECHNICIANS AND TRADES WORKERS,34,Electrotechnology and Telecommunications Trades Workers,342,Electronics and Telecommunications Trades Workers,3423,Electronics Trades Workers,342315,Electronic Instrument Trades Worker (Special Class),3,TRUE
3,TECHNICIANS AND TRADES WORKERS,34,Electrotechnology and Telecommunications Trades Workers,342,Electronics and Telecommunications Trades Workers,3424,Telecommunications Trades Workers,342411,Cabler (Data and Telecommunications),3,TRUE
3,TECHNICIANS AND TRADES WORKERS,34,Electrotechnology and Telecommunications Trades Workers,342,Electronics and Telecommunications Trades Workers,3424,Telecommunications Trades Workers,342412,Telecommunications Cable Jointer,3,TRUE
3,TECHNICIANS AND TRADES WORKERS,34,Electrotechnology and Telecommunications Trades Workers,342,Electronics and Telecommunications Trades Workers,3424,Telecommunications Trades Workers,342413,Telecommunications Linesworker \ Telecommunications Line Mechanic,3,TRUE
3,TECHNICIANS AND TRADES WORKERS,34,Electrotechnology and Telecommunications Trades Workers,342,Electronics and Telecommunications Trades Workers,3424,Telecommunications Trades Workers,342414,Telecommunications Technician,3,TRUE
3,TECHNICIANS AND TRADES WORKERS,35,Food Trades Workers,351,Food Trades Workers,3511,Bakers and Pastrycooks,351111,Baker,3,TRUE
3,TECHNICIANS AND TRADES WORKERS,35,Food Trades Workers,351,Food Trades Workers,3511,Bakers and Pastrycooks,351112,Pastrycook,3,TRUE
3,TECHNICIANS AND TRADES WORKERS,35,Food Trades Workers,351,Food Trades Workers,3512,Butchers and Smallgoods Makers,351211,Butcher or Smallgoods Maker,3,TRUE
3,TECHNICIANS AND TRADES WORKERS,35,Food Trades Workers,351,Food Trades Workers,3513,Chefs,351311,Chef,2,TRUE
3,TECHNICIANS AND TRADES WORKERS,35,Food Trades Workers,351,Food Trades Workers,3514,Cooks,351411,Cook,3,TRUE
3,TECHNICIANS AND TRADES WORKERS,36,Skilled Animal and Horticultural Workers,361,"Animal Attendants and Trainers, and Shearers",3611,Animal Attendants and Trainers,361111,Dog Handler or Trainer,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,36,Skilled Animal and Horticultural Workers,361,"Animal Attendants and Trainers, and Shearers",3611,Animal Attendants and Trainers,361112,Horse Trainer,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,36,Skilled Animal and Horticultural Workers,361,"Animal Attendants and Trainers, and Shearers",3611,Animal Attendants and Trainers,361113,Pet Groomer,4,FALSE
3,TECHNICIANS AND TRADES WORKERS,36,Skilled Animal and Horticultural Workers,361,"Animal Attendants and Trainers, and Shearers",3611,Animal Attendants and Trainers,361114,Zookeeper,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,36,Skilled Animal and Horticultural Workers,361,"Animal Attendants and Trainers, and Shearers",3611,Animal Attendants and Trainers,361115,Kennel Hand,4,FALSE
3,TECHNICIANS AND TRADES WORKERS,36,Skilled Animal and Horticultural Workers,361,"Animal Attendants and Trainers, and Shearers",3611,Animal Attendants and Trainers,361199,Animal Attendants and Trainers nec,4,FALSE
3,TECHNICIANS AND TRADES WORKERS,36,Skilled Animal and Horticultural Workers,361,"Animal Attendants and Trainers, and Shearers",3612,Shearers,361211,Shearer,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,36,Skilled Animal and Horticultural Workers,361,"Animal Attendants and Trainers, and Shearers",3613,Veterinary Nurses,361311,Veterinary Nurse,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,36,Skilled Animal and Horticultural Workers,362,Horticultural Trades Workers,3621,Florists,362111,Florist,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,36,Skilled Animal and Horticultural Workers,362,Horticultural Trades Workers,3622,Gardeners,362211,Gardener (General),3,FALSE
3,TECHNICIANS AND TRADES WORKERS,36,Skilled Animal and Horticultural Workers,362,Horticultural Trades Workers,3622,Gardeners,362212,Arborist,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,36,Skilled Animal and Horticultural Workers,362,Horticultural Trades Workers,3622,Gardeners,362213,Landscape Gardener,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,36,Skilled Animal and Horticultural Workers,362,Horticultural Trades Workers,3623,Greenkeepers,362311,Greenkeeper,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,36,Skilled Animal and Horticultural Workers,362,Horticultural Trades Workers,3624,Nurserypersons,362411,Nurseryperson,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,39,Other Technicians and Trades Workers,391,Hairdressers,3911,Hairdressers,391111,Hairdresser,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,39,Other Technicians and Trades Workers,392,Printing Trades Workers,3921,Print Finishers and Screen Printers,392111,Print Finisher,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,39,Other Technicians and Trades Workers,392,Printing Trades Workers,3921,Print Finishers and Screen Printers,392112,Screen Printer,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,39,Other Technicians and Trades Workers,392,Printing Trades Workers,3922,Graphic Pre-press Trades Workers,392211,Graphic Pre-press Trades Worker,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,39,Other Technicians and Trades Workers,392,Printing Trades Workers,3923,Printers,392311,Printing Machinist,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,39,Other Technicians and Trades Workers,392,Printing Trades Workers,3923,Printers,392312,Small Offset Printer,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,39,Other Technicians and Trades Workers,393,"Textile, Clothing and Footwear Trades Workers",3931,Canvas and Leather Goods Makers,393111,Canvas Goods Fabricator,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,39,Other Technicians and Trades Workers,393,"Textile, Clothing and Footwear Trades Workers",3931,Canvas and Leather Goods Makers,393112,Leather Goods Maker,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,39,Other Technicians and Trades Workers,393,"Textile, Clothing and Footwear Trades Workers",3931,Canvas and Leather Goods Makers,393113,Sail Maker,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,39,Other Technicians and Trades Workers,393,"Textile, Clothing and Footwear Trades Workers",3931,Canvas and Leather Goods Makers,393114,Shoemaker,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,39,Other Technicians and Trades Workers,393,"Textile, Clothing and Footwear Trades Workers",3932,Clothing Trades Workers,393211,Apparel Cutter,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,39,Other Technicians and Trades Workers,393,"Textile, Clothing and Footwear Trades Workers",3932,Clothing Trades Workers,393212,Clothing Patternmaker,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,39,Other Technicians and Trades Workers,393,"Textile, Clothing and Footwear Trades Workers",3932,Clothing Trades Workers,393213,Dressmaker or Tailor,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,39,Other Technicians and Trades Workers,393,"Textile, Clothing and Footwear Trades Workers",3932,Clothing Trades Workers,393299,Clothing Trades Workers nec,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,39,Other Technicians and Trades Workers,393,"Textile, Clothing and Footwear Trades Workers",3933,Upholsterers,393311,Upholsterer,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,39,Other Technicians and Trades Workers,394,Wood Trades Workers,3941,Cabinetmakers,394111,Cabinetmaker,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,39,Other Technicians and Trades Workers,394,Wood Trades Workers,3942,Wood Machinists and Other Wood Trades Workers,394211,Furniture Finisher,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,39,Other Technicians and Trades Workers,394,Wood Trades Workers,3942,Wood Machinists and Other Wood Trades Workers,394212,Picture Framer,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,39,Other Technicians and Trades Workers,394,Wood Trades Workers,3942,Wood Machinists and Other Wood Trades Workers,394213,Wood Machinist,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,39,Other Technicians and Trades Workers,394,Wood Trades Workers,3942,Wood Machinists and Other Wood Trades Workers,394214,Wood Turner,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,39,Other Technicians and Trades Workers,394,Wood Trades Workers,3942,Wood Machinists and Other Wood Trades Workers,394299,Wood Machinists and Other Wood Trades Workers nec,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,39,Other Technicians and Trades Workers,399,Miscellaneous Technicians and Trades Workers,3991,Boat Builders and Shipwrights,399111,Boat Builder and Repairer,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,39,Other Technicians and Trades Workers,399,Miscellaneous Technicians and Trades Workers,3991,Boat Builders and Shipwrights,399112,Shipwright,3,FALSE
