major_code,major_group,submajor_code,submajor_group,minor_code,minor_group,unit_code,unit_group,occupation_code,occupation_group,skill_level,is_essential
3,TECHNICIANS AND TRADES WORKERS,39,Other Technicians and Trades Workers,399,Miscellaneous Technicians and Trades Workers,3992,"Chemical, Gas, Petroleum and Power Generation Plant Operators",399211,Chemical Plant Operator,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,39,Other Technicians and Trades Workers,399,Miscellaneous Technicians and Trades Workers,3992,"Chemical, Gas, Petroleum and Power Generation Plant Operators",399212,Gas or Petroleum Operator,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,39,Other Technicians and Trades Workers,399,Miscellaneous Technicians and Trades Workers,3992,"Chemical, Gas, Petroleum and Power Generation Plant Operators",399213,Power Generation Plant Operator,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,39,Other Technicians and Trades Workers,399,Miscellaneous Technicians and Trades Workers,3993,"Gallery, Library and Museum Technicians",399311,Gallery or Museum Technician,2,FALSE
3,TECHNICIANS AND TRADES WORKERS,39,Other Technicians and Trades Workers,399,Miscellaneous Technicians and Trades Workers,3993,"Gallery, Library and Museum Technicians",399312,Library Technician,2,FALSE
3,TECHNICIANS AND TRADES WORKERS,39,Other Technicians and Trades Workers,399,Miscellaneous Technicians and Trades Workers,3994,Jewellers,399411,Jeweller,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,39,Other Technicians and Trades Workers,399,Miscellaneous Technicians and Trades Workers,3995,Performing Arts Technicians,399511,Broadcast Transmitter Operator,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,39,Other Technicians and Trades Workers,399,Miscellaneous Technicians and Trades Workers,3995,Performing Arts Technicians,399512,"Camera Operator (Film, Television or Video)",3,FALSE
3,TECHNICIANS AND TRADES WORKERS,39,Other Technicians and Trades Workers,399,Miscellaneous Technicians and Trades Workers,3995,Performing Arts Technicians,399513,Light Technician,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,39,Other Technicians and Trades Workers,399,Miscellaneous Technicians and Trades Workers,3995,Performing Arts Technicians,399514,Make Up Artist,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,39,Other Technicians and Trades Workers,399,Miscellaneous Technicians and Trades Workers,3995,Performing Arts Technicians,399515,Musical Instrument Maker or Repairer,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,39,Other Technicians and Trades Workers,399,Miscellaneous Technicians and Trades Workers,3995,Performing Arts Technicians,399516,Sound Technician,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,39,Other Technicians and Trades Workers,399,Miscellaneous Technicians and Trades Workers,3995,Performing Arts Technicians,399517,Television Equipment Operator,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,39,Other Technicians and Trades Workers,399,Miscellaneous Technicians and Trades Workers,3995,Performing Arts Technicians,399599,Performing Arts Technicians nec,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,39,Other Technicians and Trades Workers,399,Miscellaneous Technicians and Trades Workers,3996,Signwriters,399611,Signwriter,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,39,Other Technicians and Trades Workers,399,Miscellaneous Technicians and Trades Workers,3999,Other Miscellaneous Technicians and Trades Workers,399911,Diver,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,39,Other Technicians and Trades Workers,399,Miscellaneous Technicians and Trades Workers,3999,Other Miscellaneous Technicians and Trades Workers,399912,Interior Decorator,2,FALSE
3,TECHNICIANS AND TRADES WORKERS,39,Other Technicians and Trades Workers,399,Miscellaneous Technicians and Trades Workers,3999,Other Miscellaneous Technicians and Trades Workers,399913,Optical Dispenser \ Dispensing Optician,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,39,Other Technicians and Trades Workers,399,Miscellaneous Technicians and Trades Workers,3999,Other Miscellaneous Technicians and Trades Workers,399914,Optical Mechanic,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,39,Other Technicians and Trades Workers,399,Miscellaneous Technicians and Trades Workers,3999,Other Miscellaneous Technicians and Trades Workers,399915,Photographer's Assistant,4,FALSE
3,TECHNICIANS AND TRADES WORKERS,39,Other Technicians and Trades Workers,399,Miscellaneous Technicians and Trades Workers,3999,Other Miscellaneous Technicians and Trades Workers,399916,Plastics Technician,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,39,Other Technicians and Trades Workers,399,Miscellaneous Technicians and Trades Workers,3999,Other Miscellaneous Technicians and Trades Workers,399917,Wool Classer,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,39,Other Technicians and Trades Workers,399,Miscellaneous Technicians and Trades Workers,3999,Other Miscellaneous Technicians and Trades Workers,399918,Fire Protection Equipment Technician,3,FALSE
3,TECHNICIANS AND TRADES WORKERS,39,Other Technicians and Trades Workers,399,Miscellaneous Technicians and Trades Workers,3999,Other Miscellaneous Technicians and Trades Workers,399999,Technicians and Trades Workers nec,3,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,41,Health and Welfare Support Workers,411,Health and Welfare Support Workers,4111,Ambulance Officers and Paramedics,411111,Ambulance Officer,2,TRUE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,41,Health and Welfare Support Workers,411,Health and Welfare Support Workers,4111,Ambulance Officers and Paramedics,411112,Intensive Care Ambulance Paramedic (Aus) \ Ambulance Paramedic (NZ),1,TRUE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,41,Health and Welfare Support Workers,411,Health and Welfare Support Workers,4112,"Dental Hygienists, Technicians and Therapists",411211,Dental Hygienist,1,TRUE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,41,Health and Welfare Support Workers,411,Health and Welfare Support Workers,4112,"Dental Hygienists, Technicians and Therapists",411212,Dental Prosthetist,2,TRUE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,41,Health and Welfare Support Workers,411,Health and Welfare Support Workers,4112,"Dental Hygienists, Technicians and Therapists",411213,Dental Technician,2,TRUE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,41,Health and Welfare Support Workers,411,Health and Welfare Support Workers,4112,"Dental Hygienists, Technicians and Therapists",411214,Dental Therapist,1,TRUE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,41,Health and Welfare Support Workers,411,Health and Welfare Support Workers,4113,Diversional Therapists,411311,Diversional Therapist,3,TRUE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,41,Health and Welfare Support Workers,411,Health and Welfare Support Workers,4114,Enrolled and Mothercraft Nurses,411411,Enrolled Nurse,2,TRUE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,41,Health and Welfare Support Workers,411,Health and Welfare Support Workers,4114,Enrolled and Mothercraft Nurses,411412,Mothercraft Nurse,2,TRUE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,41,Health and Welfare Support Workers,411,Health and Welfare Support Workers,4115,Indigenous Health Workers,411511,Aboriginal and Torres Strait Islander Health Worker,2,TRUE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,41,Health and Welfare Support Workers,411,Health and Welfare Support Workers,4115,Indigenous Health Workers,411512,Kaiawhina (Hauora) (Maori Health Assistant),2,TRUE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,41,Health and Welfare Support Workers,411,Health and Welfare Support Workers,4116,Massage Therapists,411611,Massage Therapist,2,TRUE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,41,Health and Welfare Support Workers,411,Health and Welfare Support Workers,4117,Welfare Support Workers,411711,Community Worker,2,TRUE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,41,Health and Welfare Support Workers,411,Health and Welfare Support Workers,4117,Welfare Support Workers,411712,Disabilities Services Officer,2,TRUE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,41,Health and Welfare Support Workers,411,Health and Welfare Support Workers,4117,Welfare Support Workers,411713,Family Support Worker,2,TRUE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,41,Health and Welfare Support Workers,411,Health and Welfare Support Workers,4117,Welfare Support Workers,411714,Parole or Probation Officer,2,TRUE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,41,Health and Welfare Support Workers,411,Health and Welfare Support Workers,4117,Welfare Support Workers,411715,Residential Care Officer,2,TRUE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,41,Health and Welfare Support Workers,411,Health and Welfare Support Workers,4117,Welfare Support Workers,411716,Youth Worker,2,TRUE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,42,Carers and Aides,421,Child Carers,4211,Child Carers,421111,Child Care Worker,3,TRUE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,42,Carers and Aides,421,Child Carers,4211,Child Carers,421112,Family Day Care Worker,4,TRUE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,42,Carers and Aides,421,Child Carers,4211,Child Carers,421113,Nanny,4,TRUE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,42,Carers and Aides,421,Child Carers,4211,Child Carers,421114,Out of School Hours Care Worker,3,TRUE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,42,Carers and Aides,422,Education Aides,4221,Education Aides,422111,Aboriginal and Torres Strait Islander Education Worker,4,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,42,Carers and Aides,422,Education Aides,4221,Education Aides,422112,Integration Aide,4,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,42,Carers and Aides,422,Education Aides,4221,Education Aides,422113,Kaiawhina Kohanga Reo (Maori Language Nest Assistant),4,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,42,Carers and Aides,422,Education Aides,4221,Education Aides,422114,Kaiawhina Kura Kaupapa Maori (Maori-medium School Assistant),4,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,42,Carers and Aides,422,Education Aides,4221,Education Aides,422115,Preschool Aide,4,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,42,Carers and Aides,422,Education Aides,4221,Education Aides,422116,Teachers' Aide,4,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,42,Carers and Aides,423,Personal Carers and Assistants,4231,Aged and Disabled Carers,423111,Aged or Disabled Carer,4,TRUE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,42,Carers and Aides,423,Personal Carers and Assistants,4232,Dental Assistants,423211,Dental Assistant,4,TRUE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,42,Carers and Aides,423,Personal Carers and Assistants,4233,Nursing Support and Personal Care Workers,423311,Hospital Orderly,4,TRUE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,42,Carers and Aides,423,Personal Carers and Assistants,4233,Nursing Support and Personal Care Workers,423312,Nursing Support Worker,4,TRUE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,42,Carers and Aides,423,Personal Carers and Assistants,4233,Nursing Support and Personal Care Workers,423313,Personal Care Assistant,4,TRUE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,42,Carers and Aides,423,Personal Carers and Assistants,4233,Nursing Support and Personal Care Workers,423314,Therapy Aide,4,TRUE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,42,Carers and Aides,423,Personal Carers and Assistants,4234,Special Care Workers,423411,Child or Youth Residential Care Assistant,3,TRUE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,42,Carers and Aides,423,Personal Carers and Assistants,4234,Special Care Workers,423412,Hostel Parent,4,TRUE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,42,Carers and Aides,423,Personal Carers and Assistants,4234,Special Care Workers,423413,Refuge Worker,3,TRUE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,43,Hospitality Workers,431,Hospitality Workers,4311,Bar Attendants and Baristas,431111,Bar Attendant,4,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,43,Hospitality Workers,431,Hospitality Workers,4311,Bar Attendants and Baristas,431112,Barista,4,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,43,Hospitality Workers,431,Hospitality Workers,4312,Cafe Workers,431211,Cafe Worker,5,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,43,Hospitality Workers,431,Hospitality Workers,4313,Gaming Workers,431311,Gaming Worker,4,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,43,Hospitality Workers,431,Hospitality Workers,4314,Hotel Service Managers,431411,Hotel Service Manager,2,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,43,Hospitality Workers,431,Hospitality Workers,4315,Waiters,431511,Waiter,4,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,43,Hospitality Workers,431,Hospitality Workers,4319,Other Hospitality Workers,431911,Bar Useful or Busser,5,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,43,Hospitality Workers,431,Hospitality Workers,4319,Other Hospitality Workers,431912,Doorperson or Luggage Porter,5,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,43,Hospitality Workers,431,Hospitality Workers,4319,Other Hospitality Workers,431999,Hospitality Workers nec,5,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,44,Protective Service Workers,441,"Defence Force Members, Fire Fighters and Police",4411,Defence Force Members - Other Ranks,441111,Defence Force Member - Other Ranks,3,TRUE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,44,Protective Service Workers,441,"Defence Force Members, Fire Fighters and Police",4412,Fire and Emergency Workers,441211,Emergency Service Worker,3,TRUE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,44,Protective Service Workers,441,"Defence Force Members, Fire Fighters and Police",4412,Fire and Emergency Workers,441212,Fire Fighter,3,TRUE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,44,Protective Service Workers,441,"Defence Force Members, Fire Fighters and Police",4413,Police,441311,Detective,2,TRUE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,44,Protective Service Workers,441,"Defence Force Members, Fire Fighters and Police",4413,Police,441312,Police Officer,2,TRUE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,44,Protective Service Workers,442,Prison and Security Officers,4421,Prison Officers,442111,Prison Officer,4,TRUE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,44,Protective Service Workers,442,Prison and Security Officers,4422,Security Officers and Guards,442211,"Alarm, Security or Surveillance Monitor",5,TRUE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,44,Protective Service Workers,442,Prison and Security Officers,4422,Security Officers and Guards,442212,Armoured Car Escort,5,TRUE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,44,Protective Service Workers,442,Prison and Security Officers,4422,Security Officers and Guards,442213,Crowd Controller,4,TRUE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,44,Protective Service Workers,442,Prison and Security Officers,4422,Security Officers and Guards,442214,Private Investigator,4,TRUE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,44,Protective Service Workers,442,Prison and Security Officers,4422,Security Officers and Guards,442215,Retail Loss Prevention Officer,5,TRUE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,44,Protective Service Workers,442,Prison and Security Officers,4422,Security Officers and Guards,442216,Security Consultant,3,TRUE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,44,Protective Service Workers,442,Prison and Security Officers,4422,Security Officers and Guards,442217,Security Officer,4,TRUE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,44,Protective Service Workers,442,Prison and Security Officers,4422,Security Officers and Guards,442299,Security Officers and Guards nec,5,TRUE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,45,Sports and Personal Service Workers,451,Personal Service and Travel Workers,4511,Beauty Therapists,451111,Beauty Therapist,3,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,45,Sports and Personal Service Workers,451,Personal Service and Travel Workers,4512,Driving Instructors,451211,Driving Instructor,3,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,45,Sports and Personal Service Workers,451,Personal Service and Travel Workers,4513,Funeral Workers,451311,Funeral Director,2,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,45,Sports and Personal Service Workers,451,Personal Service and Travel Workers,4513,Funeral Workers,451399,Funeral Workers nec,3,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,45,Sports and Personal Service Workers,451,Personal Service and Travel Workers,4514,"Gallery, Museum and Tour Guides",451411,Gallery or Museum Guide,4,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,45,Sports and Personal Service Workers,451,Personal Service and Travel Workers,4514,"Gallery, Museum and Tour Guides",451412,Tour Guide,3,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,45,Sports and Personal Service Workers,451,Personal Service and Travel Workers,4515,Personal Care Consultants,451511,Natural Remedy Consultant,4,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,45,Sports and Personal Service Workers,451,Personal Service and Travel Workers,4515,Personal Care Consultants,451512,Weight Loss Consultant,4,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,45,Sports and Personal Service Workers,451,Personal Service and Travel Workers,4515,Personal Care Consultants,451513,Herbalist (Western),4,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,45,Sports and Personal Service Workers,451,Personal Service and Travel Workers,4516,Tourism and Travel Advisers,451611,Tourist Information Officer,4,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,45,Sports and Personal Service Workers,451,Personal Service and Travel Workers,4516,Tourism and Travel Advisers,451612,Travel Consultant,3,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,45,Sports and Personal Service Workers,451,Personal Service and Travel Workers,4517,Travel Attendants,451711,Flight Attendant,3,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,45,Sports and Personal Service Workers,451,Personal Service and Travel Workers,4517,Travel Attendants,451799,Travel Attendants nec,4,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,45,Sports and Personal Service Workers,451,Personal Service and Travel Workers,4518,Other Personal Service Workers,451811,Civil Celebrant,3,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,45,Sports and Personal Service Workers,451,Personal Service and Travel Workers,4518,Other Personal Service Workers,451812,Hair or Beauty Salon Assistant,5,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,45,Sports and Personal Service Workers,451,Personal Service and Travel Workers,4518,Other Personal Service Workers,451813,Sex Worker or Escort,5,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,45,Sports and Personal Service Workers,451,Personal Service and Travel Workers,4518,Other Personal Service Workers,451814,Body Artist,4,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,45,Sports and Personal Service Workers,451,Personal Service and Travel Workers,4518,Other Personal Service Workers,451815,First Aid Trainer,3,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,45,Sports and Personal Service Workers,451,Personal Service and Travel Workers,4518,Other Personal Service Workers,451816,Religious Assistant,4,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,45,Sports and Personal Service Workers,451,Personal Service and Travel Workers,4518,Other Personal Service Workers,451899,Personal Service Workers nec,4,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,45,Sports and Personal Service Workers,452,Sports and Fitness Workers,4521,Fitness Instructors,452111,Fitness Instructor,4,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,45,Sports and Personal Service Workers,452,Sports and Fitness Workers,4522,Outdoor Adventure Guides,452211,Bungy Jump Master,2,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,45,Sports and Personal Service Workers,452,Sports and Fitness Workers,4522,Outdoor Adventure Guides,452212,Fishing Guide,3,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,45,Sports and Personal Service Workers,452,Sports and Fitness Workers,4522,Outdoor Adventure Guides,452213,Hunting Guide,3,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,45,Sports and Personal Service Workers,452,Sports and Fitness Workers,4522,Outdoor Adventure Guides,452214,Mountain or Glacier Guide,2,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,45,Sports and Personal Service Workers,452,Sports and Fitness Workers,4522,Outdoor Adventure Guides,452215,Outdoor Adventure Instructor,3,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,45,Sports and Personal Service Workers,452,Sports and Fitness Workers,4522,Outdoor Adventure Guides,452216,Trekking Guide,3,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,45,Sports and Personal Service Workers,452,Sports and Fitness Workers,4522,Outdoor Adventure Guides,452217,Whitewater Rafting Guide,3,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,45,Sports and Personal Service Workers,452,Sports and Fitness Workers,4522,Outdoor Adventure Guides,452299,Outdoor Adventure Guides nec,3,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,45,Sports and Personal Service Workers,452,Sports and Fitness Workers,4523,"Sports Coaches, Instructors and Officials",452311,Diving Instructor (Open Water),3,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,45,Sports and Personal Service Workers,452,Sports and Fitness Workers,4523,"Sports Coaches, Instructors and Officials",452312,Gymnastics Coach or Instructor,4,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,45,Sports and Personal Service Workers,452,Sports and Fitness Workers,4523,"Sports Coaches, Instructors and Officials",452313,Horse Riding Coach or Instructor,3,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,45,Sports and Personal Service Workers,452,Sports and Fitness Workers,4523,"Sports Coaches, Instructors and Officials",452314,Snowsport Instructor,3,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,45,Sports and Personal Service Workers,452,Sports and Fitness Workers,4523,"Sports Coaches, Instructors and Officials",452315,Swimming Coach or Instructor,4,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,45,Sports and Personal Service Workers,452,Sports and Fitness Workers,4523,"Sports Coaches, Instructors and Officials",452316,Tennis Coach,4,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,45,Sports and Personal Service Workers,452,Sports and Fitness Workers,4523,"Sports Coaches, Instructors and Officials",452317,Other Sports Coach or Instructor,4,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,45,Sports and Personal Service Workers,452,Sports and Fitness Workers,4523,"Sports Coaches, Instructors and Officials",452318,Dog or Horse Racing Official,3,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,45,Sports and Personal Service Workers,452,Sports and Fitness Workers,4523,"Sports Coaches, Instructors and Officials",452321,Sports Development Officer,2,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,45,Sports and Personal Service Workers,452,Sports and Fitness Workers,4523,"Sports Coaches, Instructors and Officials",452322,Sports Umpire,3,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,45,Sports and Personal Service Workers,452,Sports and Fitness Workers,4523,"Sports Coaches, Instructors and Officials",452323,Other Sports Official,3,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,45,Sports and Personal Service Workers,452,Sports and Fitness Workers,4524,Sportspersons,452411,Footballer,3,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,45,Sports and Personal Service Workers,452,Sports and Fitness Workers,4524,Sportspersons,452412,Golfer,3,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,45,Sports and Personal Service Workers,452,Sports and Fitness Workers,4524,Sportspersons,452413,Jockey,3,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,45,Sports and Personal Service Workers,452,Sports and Fitness Workers,4524,Sportspersons,452414,Lifeguard,3,FALSE
4,COMMUNITY AND PERSONAL SERVICE WORKERS,45,Sports and Personal Service Workers,452,Sports and Fitness Workers,4524,Sportspersons,452499,Sportspersons nec,3,FALSE
5,CLERICAL AND ADMINISTRATIVE WORKERS,51,Office Managers and Program Administrators,511,"Contract, Program and Project Administrators",5111,"Contract, Program and Project Administrators",511111,Contract Administrator,2,FALSE
5,CLERICAL AND ADMINISTRATIVE WORKERS,51,Office Managers and Program Administrators,511,"Contract, Program and Project Administrators",5111,"Contract, Program and Project Administrators",511112,Program or Project Administrator,2,FALSE
5,CLERICAL AND ADMINISTRATIVE WORKERS,51,Office Managers and Program Administrators,512,Office and Practice Managers,5121,Office Managers,512111,Office Manager,2,FALSE
5,CLERICAL AND ADMINISTRATIVE WORKERS,51,Office Managers and Program Administrators,512,Office and Practice Managers,5122,Practice Managers,512211,Health Practice Manager,2,FALSE
5,CLERICAL AND ADMINISTRATIVE WORKERS,51,Office Managers and Program Administrators,512,Office and Practice Managers,5122,Practice Managers,512299,Practice Managers nec,2,FALSE
5,CLERICAL AND ADMINISTRATIVE WORKERS,52,Personal Assistants and Secretaries,521,Personal Assistants and Secretaries,5211,Personal Assistants,521111,Personal Assistant,2,FALSE
5,CLERICAL AND ADMINISTRATIVE WORKERS,52,Personal Assistants and Secretaries,521,Personal Assistants and Secretaries,5212,Secretaries,521211,Secretary (General),2,FALSE
5,CLERICAL AND ADMINISTRATIVE WORKERS,52,Personal Assistants and Secretaries,521,Personal Assistants and Secretaries,5212,Secretaries,521212,Legal Secretary,2,FALSE
5,CLERICAL AND ADMINISTRATIVE WORKERS,53,General Clerical Workers,531,General Clerks,5311,General Clerks,531111,General Clerk,4,FALSE
5,CLERICAL AND ADMINISTRATIVE WORKERS,53,General Clerical Workers,532,Keyboard Operators,5321,Keyboard Operators,532111,Data Entry Operator,4,FALSE
5,CLERICAL AND ADMINISTRATIVE WORKERS,53,General Clerical Workers,532,Keyboard Operators,5321,Keyboard Operators,532112,Machine Shorthand Reporter,4,FALSE
5,CLERICAL AND ADMINISTRATIVE WORKERS,53,General Clerical Workers,532,Keyboard Operators,5321,Keyboard Operators,532113,Word Processing Operator,4,FALSE
5,CLERICAL AND ADMINISTRATIVE WORKERS,54,Inquiry Clerks and Receptionists,541,Call or Contact Centre Information Clerks,5411,Call or Contact Centre Workers,541111,Call or Contact Centre Team Leader,3,FALSE
5,CLERICAL AND ADMINISTRATIVE WORKERS,54,Inquiry Clerks and Receptionists,541,Call or Contact Centre Information Clerks,5411,Call or Contact Centre Workers,541112,Call or Contact Centre Operator,4,FALSE
5,CLERICAL AND ADMINISTRATIVE WORKERS,54,Inquiry Clerks and Receptionists,541,Call or Contact Centre Information Clerks,5412,Information Officers,541211,Information Officer,4,FALSE
5,CLERICAL AND ADMINISTRATIVE WORKERS,54,Inquiry Clerks and Receptionists,542,Receptionists,5421,Receptionists,542111,Receptionist (General),4,FALSE
5,CLERICAL AND ADMINISTRATIVE WORKERS,54,Inquiry Clerks and Receptionists,542,Receptionists,5421,Receptionists,542112,Admissions Clerk,4,FALSE
5,CLERICAL AND ADMINISTRATIVE WORKERS,54,Inquiry Clerks and Receptionists,542,Receptionists,5421,Receptionists,542113,Hotel or Motel Receptionist,4,FALSE
5,CLERICAL AND ADMINISTRATIVE WORKERS,54,Inquiry Clerks and Receptionists,542,Receptionists,5421,Receptionists,542114,Medical Receptionist,4,FALSE
5,CLERICAL AND ADMINISTRATIVE WORKERS,55,Numerical Clerks,551,Accounting Clerks and Bookkeepers,5511,Accounting Clerks,551111,Accounts Clerk,4,FALSE
5,CLERICAL AND ADMINISTRATIVE WORKERS,55,Numerical Clerks,551,Accounting Clerks and Bookkeepers,5511,Accounting Clerks,551112,Cost Clerk,4,FALSE
5,CLERICAL AND ADMINISTRATIVE WORKERS,55,Numerical Clerks,551,Accounting Clerks and Bookkeepers,5512,Bookkeepers,551211,Bookkeeper,3,FALSE
5,CLERICAL AND ADMINISTRATIVE WORKERS,55,Numerical Clerks,551,Accounting Clerks and Bookkeepers,5513,Payroll Clerks,551311,Payroll Clerk,4,FALSE
5,CLERICAL AND ADMINISTRATIVE WORKERS,55,Numerical Clerks,552,Financial and Insurance Clerks,5521,Bank Workers,552111,Bank Worker,3,TRUE
